date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2009-01-20,22.0,9.0,0.0,8.7,4.0,3.0833333333333335,31.0,7.833333333333333,14.416666666666666,15.416666666666666,14.416666666666666,22.791666666666668,15.833333333333334,63.458333333333336,0.0,1016.75,14.0,10.0,298.6666666666667,14.0
2009-01-21,20.0,10.0,0.0,8.7,4.0,3.0,24.0,3.0833333333333335,13.916666666666666,14.75,13.916666666666666,24.291666666666668,24.041666666666668,45.958333333333336,0.0,1015.4166666666666,14.041666666666666,10.0,299.2916666666667,14.541666666666666
2009-01-22,23.0,11.0,0.0,8.7,5.0,3.25,17.0,2.6666666666666665,16.583333333333332,16.916666666666668,16.666666666666668,17.625,27.333333333333332,38.875,0.0,1014.7083333333334,15.833333333333334,10.0,308.9583333333333,10.083333333333334
2009-01-23,25.0,13.0,0.0,8.7,5.0,3.375,9.0,3.2083333333333335,18.083333333333332,18.458333333333332,18.041666666666668,28.458333333333332,24.0,37.125,0.0,1013.625,17.708333333333332,10.0,306.375,16.083333333333332
2009-01-24,25.0,15.0,0.0,7.099999999999999,5.0,3.4166666666666665,2.0,6.166666666666667,19.708333333333332,20.083333333333332,19.708333333333332,22.458333333333332,34.166666666666664,42.166666666666664,0.0,1011.2916666666666,18.583333333333332,10.0,295.7083333333333,13.458333333333334
2009-01-25,28.0,13.0,0.0,8.7,5.0,3.5833333333333335,0.0,10.75,20.541666666666668,20.541666666666668,20.708333333333332,11.916666666666666,12.208333333333334,55.458333333333336,0.0,1011.125,18.583333333333332,10.0,156.79166666666666,7.208333333333333
2009-01-26,26.0,12.0,0.0,8.7,5.0,3.5416666666666665,0.0,12.083333333333334,20.25,20.458333333333332,20.291666666666668,11.083333333333334,6.958333333333333,60.916666666666664,0.0,1011.625,17.333333333333332,10.0,227.58333333333334,6.708333333333333
2009-01-27,24.0,9.0,0.0,8.7,5.0,3.375,5.0,12.416666666666666,20.541666666666668,20.708333333333332,20.583333333333332,13.375,0.7916666666666666,62.416666666666664,0.0,1013.625,16.208333333333332,10.0,298.7083333333333,9.0
2009-01-28,23.0,10.0,0.0,8.7,5.0,3.2916666666666665,12.0,12.416666666666666,19.125,19.625,19.125,15.708333333333334,0.0,67.33333333333333,0.0,1014.125,15.25,10.0,293.0416666666667,11.375
2009-01-29,24.0,7.0,0.0,8.7,4.0,3.2083333333333335,20.0,12.791666666666666,19.208333333333332,19.333333333333332,19.25,7.125,3.5,69.375,0.0,1014.9583333333334,14.375,10.0,307.25,4.5
2009-01-30,24.0,9.0,0.0,8.7,5.0,3.3333333333333335,27.0,12.125,19.166666666666668,19.125,19.125,14.583333333333334,2.3333333333333335,66.79166666666667,0.0,1015.0833333333334,15.75,10.0,290.3333333333333,8.833333333333334
2009-01-31,23.0,9.0,0.0,10.9,5.0,3.375,31.0,8.625,17.875,18.083333333333332,17.833333333333332,21.5,2.25,56.916666666666664,0.0,1014.625,15.375,10.0,313.375,14.541666666666666
2009-02-01,23.0,9.0,0.0,10.9,4.0,3.2083333333333335,43.0,7.833333333333333,16.333333333333332,16.666666666666668,16.291666666666668,15.166666666666666,10.333333333333334,59.583333333333336,0.0,1014.9166666666666,14.166666666666666,10.0,299.7916666666667,9.625
2009-02-02,23.0,5.0,0.0,10.9,4.0,3.2083333333333335,50.0,8.75,18.416666666666668,18.666666666666668,18.416666666666668,11.416666666666666,1.6666666666666667,56.958333333333336,0.0,1015.4583333333334,13.625,10.0,261.375,6.583333333333333
2009-02-03,26.0,6.0,0.0,10.9,5.0,3.2916666666666665,58.0,12.125,20.5,20.75,20.708333333333332,9.958333333333334,0.0,62.291666666666664,0.0,1015.0,15.166666666666666,10.0,150.58333333333334,5.583333333333333
2009-02-04,27.0,7.0,0.0,11.0,5.0,3.5,66.0,12.541666666666666,21.5,22.041666666666668,21.541666666666668,10.375,0.5833333333333334,59.958333333333336,0.0,1014.5833333333334,16.375,10.0,123.375,5.708333333333333
2009-02-05,26.0,11.0,0.0,11.0,5.0,3.4166666666666665,73.0,9.916666666666666,19.791666666666668,20.041666666666668,19.833333333333332,17.291666666666668,3.75,55.333333333333336,0.0,1014.0416666666666,17.583333333333332,10.0,116.5,9.666666666666666
2009-02-06,26.0,12.0,0.0,11.0,5.0,3.625,81.0,10.5,21.291666666666668,21.375,21.375,17.833333333333332,4.458333333333333,52.208333333333336,0.0,1014.3333333333334,18.5,10.0,239.75,9.958333333333334
2009-02-07,24.0,9.0,0.0,11.0,5.0,3.3333333333333335,88.0,9.541666666666666,19.208333333333332,19.375,19.25,16.125,1.5416666666666667,55.916666666666664,0.0,1016.0416666666666,15.958333333333334,10.0,303.6666666666667,10.708333333333334
2009-02-08,23.0,7.0,0.0,11.0,4.0,3.2083333333333335,96.0,10.416666666666666,18.041666666666668,18.083333333333332,18.083333333333332,11.375,1.0833333333333333,63.666666666666664,0.0,1016.8333333333334,13.708333333333334,10.0,261.4583333333333,7.625
2009-02-09,25.0,6.0,0.0,11.0,4.0,3.3333333333333335,100.0,7.541666666666667,16.875,16.958333333333332,17.083333333333332,9.291666666666666,22.041666666666668,57.791666666666664,0.0,1015.0416666666666,15.208333333333334,10.0,219.625,5.083333333333333
2009-02-10,23.0,11.0,0.0,11.0,5.0,3.5,89.0,9.708333333333334,19.083333333333332,19.208333333333332,18.875,15.208333333333334,9.916666666666666,57.208333333333336,0.0,1011.5833333333334,16.833333333333332,10.0,124.45833333333333,9.958333333333334
2009-02-11,20.0,9.0,0.0,11.1,4.0,2.9583333333333335,82.0,10.208333333333334,14.583333333333334,15.083333333333334,14.583333333333334,15.5,18.083333333333332,73.45833333333333,0.008333333333333333,1013.8333333333334,14.0,9.75,293.4583333333333,9.291666666666666
2009-02-12,23.0,9.0,0.0,11.1,5.0,3.2916666666666665,74.0,11.0,16.75,17.041666666666668,16.708333333333332,17.5,7.958333333333333,70.16666666666667,0.0,1013.75,15.208333333333334,10.0,267.5833333333333,10.791666666666666
2009-02-13,26.0,9.0,0.0,11.1,5.0,3.375,67.0,13.0,19.291666666666668,19.416666666666668,19.333333333333332,8.333333333333334,3.7083333333333335,69.95833333333333,0.0,1011.2083333333334,16.0,10.0,197.5,5.25
2009-02-14,26.0,11.0,0.0,11.1,5.0,3.5833333333333335,59.0,10.208333333333334,19.708333333333332,20.041666666666668,19.666666666666668,14.25,18.75,56.708333333333336,0.0,1013.1666666666666,18.166666666666668,10.0,217.5,8.375
2009-02-15,24.0,11.0,0.0,11.1,5.0,3.3333333333333335,51.0,7.708333333333333,18.333333333333332,18.458333333333332,18.333333333333332,18.291666666666668,3.2083333333333335,50.5,0.0,1013.9583333333334,15.958333333333334,10.0,309.6666666666667,11.875
2009-02-16,23.0,7.0,0.0,11.5,4.0,3.2083333333333335,44.0,6.458333333333333,16.833333333333332,17.166666666666668,16.875,15.875,3.8333333333333335,51.458333333333336,0.0,1015.25,14.333333333333334,10.0,308.125,9.416666666666666
